Price,Close,High,Low,Open,Volume
Ticker,SEK=X,SEK=X,SEK=X,SEK=X,SEK=X
Date,,,,,
2001-07-16,10.805000305175781,10.815199851989746,10.702300071716309,10.73449993133545,0
2001-07-17,10.723999977111816,10.861200332641602,10.704000473022461,10.822999954223633,0
2001-07-18,10.559800148010254,10.780500411987305,10.557299613952637,10.732799530029297,0
2001-07-19,10.629500389099121,10.673399925231934,10.522000312805176,10.58489990234375,0
2001-07-20,10.656100273132324,10.668000221252441,10.545499801635742,10.57699966430664,0
2001-07-23,10.704700469970703,10.744500160217285,10.667900085449219,10.696499824523926,0
2001-07-24,10.663800239562988,10.724499702453613,10.625900268554688,10.704899787902832,0
2001-07-25,10.613699913024902,10.696000099182129,10.595499992370605,10.674099922180176,0
2001-07-26,10.570500373840332,10.646499633789062,10.531999588012695,10.546500205993652,0
2001-07-27,10.558199882507324,10.626500129699707,10.550000190734863,10.589200019836426,0
2001-07-30,10.57960033416748,10.618499755859375,10.553500175476074,10.60159969329834,0
2001-07-31,10.588600158691406,10.659199714660645,10.540300369262695,10.560600280761719,0
2001-08-01,10.540900230407715,10.581399917602539,10.52560043334961,10.556500434875488,0
2001-08-02,10.429900169372559,10.532299995422363,10.423100471496582,10.498499870300293,0
2001-08-03,10.366399765014648,10.480500221252441,10.32699966430664,10.416500091552734,0
2001-08-06,10.413299560546875,10.44849967956543,10.371999740600586,10.418499946594238,0
2001-08-07,10.437600135803223,10.504500389099121,10.387999534606934,10.479000091552734,0
2001-08-08,10.416600227355957,10.47249984741211,10.399800300598145,10.446499824523926,0
2001-08-09,10.26930046081543,10.417200088500977,10.239999771118164,10.383000373840332,0
2001-08-10,10.263099670410156,10.300200462341309,10.1899995803833,10.262999534606934,0
2001-08-13,10.298500061035156,10.300999641418457,10.215999603271484,10.26990032196045,0
2001-08-14,10.226099967956543,10.318499565124512,10.218000411987305,10.282999992370605,0
2001-08-15,10.128999710083008,10.229999542236328,10.124699592590332,10.190199851989746,0
2001-08-16,10.170900344848633,10.208499908447266,10.057000160217285,10.07129955291748,0
2001-08-17,10.216699600219727,10.242500305175781,10.14799976348877,10.168499946594238,0
2001-08-20,10.34000015258789,10.376299858093262,10.178400039672852,10.269000053405762,0
2001-08-21,10.31779956817627,10.388199806213379,10.280400276184082,10.31309986114502,0
2001-08-22,10.315999984741211,10.361499786376953,10.223999977111816,10.35770034790039,0
2001-08-23,10.297800064086914,10.357199668884277,10.284700393676758,10.33430004119873,0
2001-08-24,10.270899772644043,10.3503999710083,10.248600006103516,10.33899974822998,0
2001-08-27,10.272600173950195,10.329999923706055,10.260000228881836,10.27400016784668,0
2001-08-28,10.290399551391602,10.383500099182129,10.280099868774414,10.327899932861328,0
2001-08-29,10.39009952545166,10.395299911499023,10.273099899291992,10.321100234985352,0
2001-08-30,10.378100395202637,10.454000473022461,10.337499618530273,10.435400009155273,0
2001-08-31,10.396699905395508,10.475199699401855,10.345600128173828,10.377599716186523,0
2001-09-03,10.501700401306152,10.51990032196045,10.39229965209961,10.423700332641602,0
2001-09-04,10.69379997253418,10.739800453186035,10.503600120544434,10.54889965057373,0
2001-09-05,10.662799835205078,10.769499778747559,10.62969970703125,10.736200332641602,0
2001-09-06,10.58899974822998,10.713000297546387,10.564900398254395,10.68690013885498,0
2001-09-07,10.483799934387207,10.648900032043457,10.48069953918457,10.638199806213379,0
2001-09-10,10.638299942016602,10.640800476074219,10.483599662780762,10.515800476074219,0
2001-09-11,10.477700233459473,10.653499603271484,10.463800430297852,10.599800109863281,0
2001-09-12,10.57859992980957,10.640199661254883,10.445500373840332,10.574700355529785,0
2001-09-13,10.530599594116211,10.595800399780273,10.518899917602539,10.565799713134766,0
2001-09-14,10.474599838256836,10.566300392150879,10.380200386047363,10.505399703979492,0
2001-09-17,10.463700294494629,10.557999610900879,10.367899894714355,10.402199745178223,0
2001-09-18,10.522899627685547,10.575400352478027,10.453499794006348,10.5447998046875,0
2001-09-19,10.490599632263184,10.57800006866455,10.420900344848633,10.486499786376953,0
2001-09-20,10.600899696350098,10.65149974822998,10.463000297546387,10.50510025024414,0
2001-09-21,10.840100288391113,10.93970012664795,10.630499839782715,10.747400283813477,0
2001-09-24,10.772899627685547,10.889200210571289,10.762999534606934,10.847000122070312,0
2001-09-25,10.68340015411377,10.828300476074219,10.670900344848633,10.73390007019043,0
2001-09-26,10.74779987335205,10.79800033569336,10.674300193786621,10.755900382995605,0
2001-09-27,10.705400466918945,10.820500373840332,10.673399925231934,10.788900375366211,0
2001-09-28,10.69480037689209,10.838899612426758,10.624500274658203,10.66919994354248,0
2001-10-01,10.631600379943848,10.711999893188477,10.59179973602295,10.649399757385254,0
2001-10-02,10.649100303649902,10.729499816894531,10.595499992370605,10.656599998474121,0
2001-10-03,10.61709976196289,10.656399726867676,10.56190013885498,10.596400260925293,0
2001-10-04,10.653200149536133,10.668899536132812,10.553999900817871,10.585000038146973,0
2001-10-05,10.56980037689209,10.66349983215332,10.557499885559082,10.635299682617188,0
2001-10-08,10.560199737548828,10.631099700927734,10.525500297546387,10.549500465393066,0
2001-10-09,10.553400039672852,10.576000213623047,10.472800254821777,10.514599800109863,0
2001-10-10,10.593700408935547,10.606800079345703,10.513299942016602,10.568699836730957,0
2001-10-11,10.508899688720703,10.610199928283691,10.502099990844727,10.544500350952148,0
2001-10-12,10.423299789428711,10.58240032196045,10.416799545288086,10.556500434875488,0
2001-10-15,10.458800315856934,10.491800308227539,10.415499687194824,10.450699806213379,0
2001-10-16,10.46619987487793,10.524999618530273,10.415599822998047,10.46679973602295,0
2001-10-17,10.468199729919434,10.485799789428711,10.388999938964844,10.434800148010254,0
2001-10-18,10.484600067138672,10.54740047454834,10.450200080871582,10.531599998474121,0
2001-10-19,10.539600372314453,10.588899612426758,10.454700469970703,10.484700202941895,0
2001-10-22,10.670299530029297,10.709600448608398,10.520500183105469,10.575200080871582,0
2001-10-23,10.638400077819824,10.725000381469727,10.628399848937988,10.672300338745117,0
2001-10-24,10.6072998046875,10.670100212097168,10.583100318908691,10.65719985961914,0
