Price,Close,High,Low,Open,Volume
Ticker,MNT=X,MNT=X,MNT=X,MNT=X,MNT=X
Date,,,,,
2025-07-18,3584.239990234375,3584.239990234375,3584.179931640625,3584.179931640625,0
