Price,Close,High,Low,Open,Volume
Ticker,ERN=X,ERN=X,ERN=X,ERN=X,ERN=X
Date,,,,,
2025-07-18,15.050000190734863,15.069999694824219,15.050000190734863,15.069999694824219,0
