Price,Close,High,Low,Open,Volume
Ticker,SCR=X,SCR=X,SCR=X,SCR=X,SCR=X
Date,,,,,
2003-12-01,5.178100109100342,5.178100109100342,5.133299827575684,5.139200210571289,0
2003-12-02,5.178100109100342,5.178100109100342,5.096199989318848,5.096199989318848,0
2003-12-03,5.178100109100342,5.178100109100342,5.127799987792969,5.138599872589111,0
2003-12-04,5.178100109100342,5.178100109100342,5.126200199127197,5.138000011444092,0
2003-12-05,5.139599800109863,5.147600173950195,5.135499954223633,5.138299942016602,0
2003-12-08,5.178100109100342,5.178100109100342,5.130000114440918,5.137899875640869,0
2003-12-09,5.178100109100342,5.178100109100342,5.130000114440918,5.137899875640869,0
2003-12-10,5.178100109100342,5.178100109100342,5.130000114440918,5.1392998695373535,0
2003-12-11,5.178100109100342,5.178100109100342,5.130000114440918,5.138800144195557,0
2003-12-12,5.139500141143799,5.143199920654297,5.130000114440918,5.138899803161621,0
2003-12-15,5.178100109100342,5.178100109100342,5.130000114440918,5.138500213623047,0
2003-12-16,5.178100109100342,5.178100109100342,5.130000114440918,5.139500141143799,0
2003-12-17,5.178100109100342,5.178100109100342,5.130000114440918,5.139599800109863,0
2003-12-18,5.178100109100342,5.178100109100342,5.133399963378906,5.139500141143799,0
2003-12-19,5.1519999504089355,5.1519999504089355,5.137400150299072,5.139100074768066,0
2003-12-22,5.178100109100342,5.178100109100342,5.132299900054932,5.139599800109863,0
2003-12-23,5.178100109100342,5.178100109100342,5.130000114440918,5.139699935913086,0
2003-12-24,5.178100109100342,5.178100109100342,5.178100109100342,5.178100109100342,0
2003-12-25,5.178100109100342,5.178100109100342,5.178100109100342,5.178100109100342,0
2003-12-29,5.178100109100342,5.178100109100342,5.130000114440918,5.1392998695373535,0
2003-12-30,5.178100109100342,5.178100109100342,5.130000114440918,5.139699935913086,0
2003-12-31,5.178100109100342,5.178100109100342,4.932300090789795,4.932300090789795,0
2004-01-01,5.178100109100342,5.178100109100342,5.178100109100342,5.178100109100342,0
2004-01-02,5.1407999992370605,5.142099857330322,5.130000114440918,5.1402997970581055,0
2004-01-05,5.178100109100342,5.178100109100342,5.130000114440918,5.140600204467773,0
2004-01-06,5.178100109100342,5.178100109100342,5.130000114440918,5.14109992980957,0
2004-01-07,5.178100109100342,5.178100109100342,5.130000114440918,5.130000114440918,0
2004-01-08,5.178100109100342,5.178100109100342,5.100399971008301,5.139500141143799,0
2004-01-09,5.1402997970581055,5.143899917602539,5.089799880981445,5.140399932861328,0
2004-01-12,5.178100109100342,5.178100109100342,5.130000114440918,5.141499996185303,0
2004-01-13,5.178100109100342,5.178100109100342,5.130000114440918,5.140200138092041,0
2004-01-14,5.178100109100342,5.178100109100342,5.079999923706055,5.130000114440918,0
2004-01-15,5.178100109100342,5.178100109100342,5.130000114440918,5.130000114440918,0
2004-01-16,5.130000114440918,5.130000114440918,5.130000114440918,5.130000114440918,0
2004-01-19,5.178100109100342,5.178100109100342,5.130000114440918,5.130000114440918,0
2004-01-20,5.178100109100342,5.178100109100342,5.130000114440918,5.130000114440918,0
2004-01-21,5.178100109100342,5.178100109100342,5.130000114440918,5.130000114440918,0
2004-01-22,5.178100109100342,5.178100109100342,5.130000114440918,5.130000114440918,0
